"bonica.rid","name","state","district","seat","cycle","Incum.Chall_2014","ran.general_2014","MissingCandidates_2014","winner_2014"
"cand68967640","tardifgerardr","ME",57,"state:lower",2014,"",1,NA,""
"cand68967293","garypouliotmatthew","ME",57,"state:lower",2014,"",NA,NA,""
"cand69871","lajoiemichela","ME",58,"state:lower",2014,"I",1,NA,"W"
"cand68967499","jensenluked","ME",58,"state:lower",2014,"",1,NA,""
"cand68783","rotundomargaretr","ME",59,"state:lower",2014,"I",1,NA,"W"
"cand68967515","duboislesliet","ME",60,"state:lower",2014,"",1,NA,""
"cand68967584","goldenjaredf","ME",60,"state:lower",2014,"",1,NA,"W"
"cand68967510","woodbrian","ME",61,"state:lower",2014,"",NA,NA,""
"cand68967454","brooksheidie","ME",61,"state:lower",2014,"",1,NA,"W"
"cand68967646","cayermarka","ME",61,"state:lower",2014,"",1,NA,""
"cand68967528","melaragnoginam","ME",62,"state:lower",2014,"",1,NA,"W"
"cand47173","michaeljohnm","ME",62,"state:lower",2014,"",1,NA,""
"cand68967477","dickeybrandone","ME",62,"state:lower",2014,"",1,NA,""
"cand68967475","waynewertsr","ME",63,"state:lower",2014,"I",1,NA,"W"
"cand69870","bickfordbrucea","ME",63,"state:lower",2014,"",1,NA,""
"cand125561","sheatsbettyannw","ME",64,"state:lower",2014,"",1,NA,""
"cand68967436","petersawickidavid","ME",64,"state:lower",2014,"",1,NA,"W"
"cand68967668","vanwierosa","ME",65,"state:lower",2014,"",1,NA,""
"cand68141","esplingeleanorm","ME",65,"state:lower",2014,"I",1,NA,"W"
"cand68967594","willeylisah","ME",66,"state:lower",2014,"",1,NA,""
"cand68967610","vienessafernandesmary","ME",66,"state:lower",2014,"",1,NA,""
"cand68269","mcclellanmichaeld","ME",66,"state:lower",2014,"I",1,NA,"W"
"cand68806","austinsusanm","ME",67,"state:lower",2014,"",1,NA,"W"
"cand68967619","lewisbonniet","ME",67,"state:lower",2014,"",1,NA,""
"cand68967669","nostinjohnm","ME",68,"state:lower",2014,"",1,NA,""
"cand68786","cebrarichardm","ME",68,"state:lower",2014,"",NA,NA,""
"cand133124","powerschristineb","ME",68,"state:lower",2014,"I",1,NA,"W"
"cand68967554","ginzlerphyllisa","ME",69,"state:lower",2014,"",1,NA,"W"
"cand69748","villalisar","ME",69,"state:lower",2014,"I",1,NA,""
"cand69878","rankinhelen","ME",70,"state:lower",2014,"I",1,NA,""
"cand68967488","wadsworthnathanj","ME",70,"state:lower",2014,"",1,NA,"W"
"cand125591","whitleydennised","ME",71,"state:lower",2014,"",1,NA,""
"cand68566","winsortomj","ME",71,"state:lower",2014,"I",1,NA,"W"
"cand68967676","rjdillinghamkathleen","ME",72,"state:lower",2014,"",1,NA,"W"
"cand68043","bradleyjamesf","ME",72,"state:lower",2014,"",1,NA,""
"cand125489","jacksonrogera","ME",72,"state:lower",2014,"I",NA,NA,""
"cand133138","marcottemichael","ME",72,"state:lower",2014,"",NA,NA,""
"cand68967485","herricklloydc","ME",73,"state:lower",2014,"",1,NA,"W"
"cand68967493","kirchherrroberte","ME",73,"state:lower",2014,"",1,NA,""
"cand69875","gilbertpaule","ME",74,"state:lower",2014,"I",1,1,"W"
"cand68967526","dingmancharlesf","ME",75,"state:lower",2014,"",1,NA,""
"cand68266","timberlakejeffreyl","ME",75,"state:lower",2014,"I",1,NA,"W"
"cand68967546","hctracyrichard","ME",76,"state:lower",2014,"",1,NA,""
"cand68967657","hilliardgaryl","ME",76,"state:lower",2014,"",1,NA,"W"
"cand68967390","tibbettsalanb","ME",77,"state:lower",2014,"",1,NA,""
"cand68605","nuttingrobertw","ME",77,"state:lower",2014,"I",1,NA,"W"
"cand68163","nadeaucatherinem","ME",78,"state:lower",2014,"I",1,NA,"W"
"cand68238","morissettesusane","ME",78,"state:lower",2014,"",1,NA,""
"cand68967453","theriaulttimothys","ME",79,"state:lower",2014,"",1,NA,"W"
"cand68967563","everscristinal","ME",79,"state:lower",2014,"",1,NA,""
"cand68967356","macfarlandroberta","ME",79,"state:lower",2014,"",NA,NA,""
"cand125469","fowleloria","ME",80,"state:lower",2014,"I",1,NA,"W"
"cand68967652","batesrayl","ME",80,"state:lower",2014,"",1,NA,""
"cand68172","hickmancraigv","ME",81,"state:lower",2014,"I",1,NA,"W"
"cand68967654","fellmanleet","ME",81,"state:lower",2014,"",1,NA,""
"cand125574","sukeforthrachell","ME",82,"state:lower",2014,"",1,NA,""
"cand68316","greenwoodrandalla","ME",82,"state:lower",2014,"",1,NA,"W"
"cand68254","mcdonaldtimothya","ME",82,"state:lower",2014,"",NA,NA,""
"cand125477","grantgaym","ME",83,"state:lower",2014,"I",1,NA,"W"
"cand68967482","ayottecurtisc","ME",83,"state:lower",2014,"",1,NA,""
"cand68967538","williamsscottd","ME",83,"state:lower",2014,"",NA,NA,""
"cand68967489","warrencharlottem","ME",84,"state:lower",2014,"",1,NA,"W"
"cand68967606","bandadarrickx","ME",84,"state:lower",2014,"",1,NA,""
"cand68967564","dooredonnar","ME",85,"state:lower",2014,"",1,NA,"W"
"cand68967455","duhouxrebeccaacornell","ME",85,"state:lower",2014,"",NA,NA,""
"cand68809","daviskimberlyj","ME",85,"state:lower",2014,"",1,NA,""
"cand68967354","garypouliotmatthew","ME",86,"state:lower",2014,"I",1,NA,"W"
"cand68967565","castellanosmonical","ME",86,"state:lower",2014,"",1,NA,""
"cand125518","markstimothyi","ME",87,"state:lower",2014,"I",1,NA,""
"cand68967456","hanleyjefferyp","ME",87,"state:lower",2014,"",1,NA,"W"
"cand68138","sandersondeborahj","ME",88,"state:lower",2014,"I",1,NA,"W"
"cand68967624","coombswilliamh","ME",89,"state:lower",2014,"",1,NA,""
"cand125484","hawkestephanie","ME",89,"state:lower",2014,"",1,NA,"W"
"cand68160","devinmichaelg","ME",90,"state:lower",2014,"I",1,NA,"W"
"cand68967592","morkeskianna","ME",90,"state:lower",2014,"",1,NA,""
"cand125593","winchenbachellena","ME",91,"state:lower",2014,"I",1,NA,""
"cand69165","evangelosjeffrey","ME",91,"state:lower",2014,"I",1,NA,"W"
"cand69867","krugercharlesb","ME",92,"state:lower",2014,"I",1,NA,"W"
"cand68967576","sleepersonja","ME",92,"state:lower",2014,"",1,NA,""
"cand125602","dickersonelizabethe","ME",93,"state:lower",2014,"I",1,NA,"W"
"cand68967568","kallochjamesm","ME",93,"state:lower",2014,"",1,NA,""
"cand69866","welshjoanw","ME",94,"state:lower",2014,"I",1,NA,"W"
"cand68967429","casasowend","ME",94,"state:lower",2014,"",1,NA,""
"cand68967694","bovassoronaldj","ME",94,"state:lower",2014,"",1,NA,""
"cand69708","sukeforthgarye","ME",95,"state:lower",2014,"",1,NA,"W"
"cand68781","richardsonwesleye","ME",95,"state:lower",2014,"",1,NA,""
"cand68967645","neilschristianw","ME",95,"state:lower",2014,"",1,NA,""
"cand68967617","parrrandall","ME",95,"state:lower",2014,"",1,NA,""
"cand68967379","bursteinchristines","ME",96,"state:lower",2014,"",1,NA,"W"
"cand68967672","westonpeter","ME",96,"state:lower",2014,"",1,NA,""
"cand68967446","ryanharmonr","ME",96,"state:lower",2014,"",NA,NA,""
"cand68157","herbigerind","ME",97,"state:lower",2014,"I",1,NA,"W"
"cand68967464","brownpaigek","ME",97,"state:lower",2014,"",1,NA,""
"cand68047","brooksjosephe","ME",98,"state:lower",2014,"I",1,NA,""
"cand68231","gillwayjamess","ME",98,"state:lower",2014,"I",1,NA,"W"
"cand125494","jonesbrianl","ME",99,"state:lower",2014,"I",1,NA,""
"cand68967449","kinneymaryanne","ME",99,"state:lower",2014,"",1,NA,"W"
"cand68967613","brightdavidl","ME",100,"state:lower",2014,"",1,1,""
"cand68856","fredettekennethw","ME",100,"state:lower",2014,"I",1,1,"W"
"cand68967571","davittjamese","ME",101,"state:lower",2014,"",1,NA,"W"
"cand68727","dupreybrianm","ME",101,"state:lower",2014,"I",1,NA,""
"cand68222","guerinstaceyk","ME",102,"state:lower",2014,"I",1,NA,"W"
"cand68967543","sharkusmarye","ME",103,"state:lower",2014,"",1,NA,""
"cand125550","reedrogere","ME",103,"state:lower",2014,"I",1,NA,"W"
"cand125596","wallaceraymonda","ME",104,"state:lower",2014,"I",1,1,"W"
"cand68967366","stetkisjoelr","ME",105,"state:lower",2014,"",1,1,"W"
"cand68967423","littlefielddwaynea","ME",105,"state:lower",2014,"",NA,NA,""
"cand68967658","stromscottw","ME",106,"state:lower",2014,"",1,NA,""
"cand125563","shortstanleybjr","ME",106,"state:lower",2014,"I",1,NA,"W"
"cand68967531","amadontimothys","ME",107,"state:lower",2014,"",1,NA,""
"cand69874","mccabejeffrey","ME",107,"state:lower",2014,"I",1,NA,"W"
"cand133123","houghmarkd","ME",107,"state:lower",2014,"",NA,NA,""
"cand68258","picchiottijohnj","ME",108,"state:lower",2014,"",1,NA,"W"
"cand125503","kusiakkaren","ME",108,"state:lower",2014,"I",1,NA,""
"cand68967432","rwlongstaffthomas","ME",109,"state:lower",2014,"I",1,NA,"W"
"cand68967339","embeckhenry","ME",110,"state:lower",2014,"I",1,NA,"W"
"cand133139","andremarkr","ME",110,"state:lower",2014,"",1,NA,""
"cand133132","dorneyanne","ME",111,"state:lower",2014,"I",1,NA,""
"cand68967532","farrinbradleet","ME",111,"state:lower",2014,"",1,NA,"W"
"cand125566","skolfieldthomash","ME",112,"state:lower",2014,"",1,NA,"W"
"cand68967609","frostjackwjr","ME",112,"state:lower",2014,"",1,NA,""
"cand68967548","davidedwards","ME",113,"state:lower",2014,"",1,NA,""
"cand68967659","russellbucklandandrew","ME",113,"state:lower",2014,"",1,NA,"W"
"cand68967427","iversonguya","ME",114,"state:lower",2014,"",1,NA,""
"cand68262","blackrussellj","ME",114,"state:lower",2014,"I",1,NA,"W"
"cand69877","petersonmatthewj","ME",115,"state:lower",2014,"I",1,NA,"W"
"cand68967560","mageeterrencel","ME",115,"state:lower",2014,"",1,NA,""
"cand68967447","gillmalcolmm","ME",116,"state:lower",2014,"",1,NA,""
"cand68967519","pickettricharda","ME",116,"state:lower",2014,"",1,NA,"W"
"cand68967466","headfrancesm","ME",117,"state:lower",2014,"",1,NA,"W"
"cand68967443","pecuniescalliew","ME",117,"state:lower",2014,"",1,NA,""
"cand68140","dunphylarryc","ME",118,"state:lower",2014,"I",NA,NA,"W"
"cand133125","caseykevin","ME",118,"state:lower",2014,"",NA,NA,""
"cand68967382","stearnspaula","ME",119,"state:lower",2014,"",1,NA,"W"
"cand68967433","higginsnormane","ME",120,"state:lower",2014,"",1,NA,"W"
"cand68967508","crossmandonaldj","ME",120,"state:lower",2014,"",1,NA,""
"cand68697","duchesneroberts","ME",121,"state:lower",2014,"",1,NA,"W"
"cand68967495","smithdouglasa","ME",121,"state:lower",2014,"",1,NA,""
"cand68967678","nuttalljohnm","ME",122,"state:lower",2014,"",1,NA,""
"cand68967607","dunphymichellea","ME",122,"state:lower",2014,"",1,NA,"W"
"cand69686","spenceredwards","ME",122,"state:lower",2014,"",NA,NA,""
"cand125579","tippingspitzryand","ME",123,"state:lower",2014,"I",1,1,"W"
"cand125472","freyaaronm","ME",124,"state:lower",2014,"I",1,NA,"W"
"cand68967517","civiellocolbyb","ME",124,"state:lower",2014,"",1,NA,""
"cand68217","teelkatrin","ME",125,"state:lower",2014,"",NA,NA,""
"cand133115","kornfieldvictoriap","ME",125,"state:lower",2014,"I",1,NA,"W"
"cand68967601","capehartgarye","ME",125,"state:lower",2014,"",NA,NA,""
"cand125558","schneckjohnc","ME",126,"state:lower",2014,"I",1,NA,"W"
"cand69088","damondouglask","ME",126,"state:lower",2014,"",1,NA,""
"cand69857","goodeadama","ME",127,"state:lower",2014,"I",1,NA,"W"
"cand68967511","lacadiejamesv","ME",127,"state:lower",2014,"",1,NA,""
"cand125585","verowarthurc","ME",128,"state:lower",2014,"I",1,NA,"W"
"cand68967501","sheehangailm","ME",128,"state:lower",2014,"",1,NA,""
"cand68355","sirockiheatherw","ME",128,"state:lower",2014,"",NA,NA,""
"cand68967387","montagueteresa","ME",129,"state:lower",2014,"",1,NA,""
"cand68967556","lyfordpetera","ME",129,"state:lower",2014,"",1,NA,"W"
"cand125432","deabayemerya","ME",130,"state:lower",2014,"",1,NA,""
"cand37117","campbellrichardh","ME",130,"state:lower",2014,"I",1,NA,"W"
"cand69758","wardkarletons","ME",131,"state:lower",2014,"",1,NA,"W"
"cand69865","magnanveronica","ME",131,"state:lower",2014,"",1,NA,""
"cand68155","luchinilouisj","ME",132,"state:lower",2014,"I",1,NA,"W"
"cand69197","frederickehrlenbachr","ME",132,"state:lower",2014,"",1,NA,""
"cand68967604","walshsusanm","ME",133,"state:lower",2014,"",1,NA,""
"cand68153","chapmanralph","ME",133,"state:lower",2014,"I",1,NA,"W"
"cand68967458","anthonyguarentedavid","ME",133,"state:lower",2014,"",NA,NA,""
"cand68152","kumiegawalteraiii","ME",134,"state:lower",2014,"I",1,NA,"W"
"cand68891","stanleyfrankl","ME",134,"state:lower",2014,"",1,NA,""
"cand125488","hubbellbrianl","ME",135,"state:lower",2014,"I",1,NA,"W"
"cand68967666","josephmarshallmaurice","ME",135,"state:lower",2014,"",1,NA,""
"cand68967505","amyallenelizabeth","ME",136,"state:lower",2014,"",1,NA,""
"cand69451","malabyrichards","ME",136,"state:lower",2014,"I",1,NA,"W"
"cand68967542","emersonoscarf","ME",137,"state:lower",2014,"",1,NA,""
"cand125513","lockmanlawrencee","ME",137,"state:lower",2014,"I",1,NA,"W"
"cand68967467","paulrichardo","ME",138,"state:lower",2014,"",1,NA,""
"cand68967549","alleyrobertwsr","ME",138,"state:lower",2014,"",1,NA,"W"
"cand68967418","tuellwilliamr","ME",139,"state:lower",2014,"",1,NA,"W"
"cand69026","cassidykatherinew","ME",139,"state:lower",2014,"I",1,NA,""
"cand68226","makerjoycea","ME",140,"state:lower",2014,"I",1,1,"W"
"cand69739","turnerbethp","ME",141,"state:lower",2014,"I",1,NA,"W"
"cand68967422","haningtonsheldonm","ME",142,"state:lower",2014,"",1,NA,"W"
"cand68214","perkinsdebbij","ME",143,"state:lower",2014,"",1,NA,""
"cand68524","stanleystephens","ME",143,"state:lower",2014,"I",1,NA,"W"
"cand68615","shermanrogerl","ME",144,"state:lower",2014,"",1,NA,"W"
"cand68213","longrickyd","ME",145,"state:lower",2014,"I",1,NA,"W"
"cand68967580","hinesglennm","ME",145,"state:lower",2014,"",1,NA,""
"cand68967683","whitedustinm","ME",146,"state:lower",2014,"",1,NA,"W"
"cand160443","willettealexanderr","ME",146,"state:lower",2014,"",NA,NA,""
"cand68146","hainestroya","ME",146,"state:lower",2014,"",1,NA,""
"cand69888","evesmarkw","ME",146,"state:lower",2014,"I",NA,NA,""
"cand68999","burkedavidd","ME",146,"state:lower",2014,"",NA,NA,""
"cand125556","saucierrobertj","ME",147,"state:lower",2014,"I",1,NA,"W"
"cand68967539","foxlarryk","ME",147,"state:lower",2014,"",1,NA,""
"cand68967603","whittemorealand","ME",148,"state:lower",2014,"",1,NA,""
"cand68967643","wardgregorya","ME",148,"state:lower",2014,"",1,NA,""
"cand68967667","edgecombanthonyj","ME",148,"state:lower",2014,"",1,NA,"W"
"cand47173","michaelbliern","ME",148,"state:lower",2014,"",NA,NA,""
"cand68967465","annmcelweecarol","ME",149,"state:lower",2014,"I",1,NA,"W"
"cand68967605","lawrencecraigm","ME",150,"state:lower",2014,"",1,NA,""
"cand68967492","danielmartinroland","ME",150,"state:lower",2014,"",1,NA,"W"
"cand68349","michaelnadeauallen","ME",151,"state:lower",2014,"I",1,NA,""
"cand68410","martinjohnl","ME",151,"state:lower",2014,"",1,NA,"W"
"cand68967478","kentheriaultcharles","ME",1,"state:upper",2014,"",1,NA,""
"cand125463","edgecombpetere","ME",1,"state:upper",2014,"",1,NA,"W"
"cand69893","willettemichaelj","ME",2,"state:upper",2014,"",1,NA,"W"
"cand68967486","carpentermichaele","ME",2,"state:upper",2014,"",1,NA,""
"cand68302","whittemorerodneyl","ME",3,"state:upper",2014,"I",1,NA,"W"
"cand68967577","heaveycraigj","ME",3,"state:upper",2014,"",1,NA,""
"cand68967377","andrewthomasdouglas","ME",4,"state:upper",2014,"I",NA,NA,""
"cand68622","davispault","ME",4,"state:upper",2014,"",1,NA,"W"
"cand68967616","ziemerdavidf","ME",4,"state:upper",2014,"",1,NA,""
"cand68148","dilljamesf","ME",5,"state:upper",2014,"",1,NA,"W"
"cand68402","clarkherberte","ME",5,"state:upper",2014,"",NA,NA,""
"cand125525","mclaughlinmitchelll","ME",5,"state:upper",2014,"",1,NA,""
"cand68702","perryannec","ME",6,"state:upper",2014,"",1,NA,""
"cand69860","burnsdavidc","ME",6,"state:upper",2014,"I",1,NA,"W"
"cand125576","summersrutha","ME",6,"state:upper",2014,"",NA,NA,""
"cand69863","langleybriand","ME",7,"state:upper",2014,"I",1,NA,"W"
"cand68704","koffmantheodores","ME",7,"state:upper",2014,"",1,NA,""
"cand68967439","weltontheodoreh","ME",7,"state:upper",2014,"",NA,NA,""
"cand68782","rosenkimberleyc","ME",8,"state:upper",2014,"",1,NA,"W"
"cand68622","davispaulp","ME",8,"state:upper",2014,"",1,NA,""
"cand68131","youngbloodedwardm","ME",8,"state:upper",2014,"I",NA,NA,""
"cand125478","gratwickgeoffreym","ME",9,"state:upper",2014,"I",1,NA,"W"
"cand68967473","westoncarym","ME",9,"state:upper",2014,"",1,NA,""
"cand68967525","davidhiattjohn","ME",9,"state:upper",2014,"",NA,NA,""
"cand68967504","travisfontainejaric","ME",10,"state:upper",2014,"",1,NA,""
"cand125454","cushingandree","ME",10,"state:upper",2014,"I",1,NA,"W"
"cand69845","thibodeaumichaeld","ME",11,"state:upper",2014,"",NA,NA,"W"
"cand68967419","fulfordjonathans","ME",11,"state:upper",2014,"",1,NA,""
"cand69845","thibodeaumichaeld","ME",11,"state:upper",2014,"I",1,NA,""
"cand68743","miramantdavidr","ME",12,"state:upper",2014,"",1,NA,"W"
"cand68967460","suttonpaulag","ME",12,"state:upper",2014,"",1,NA,""
"cand68752","fossellesliet","ME",13,"state:upper",2014,"",1,NA,""
"cand68197","johnsonchristopherk","ME",13,"state:upper",2014,"I",1,NA,"W"
"cand69595","quintalgarya","ME",14,"state:upper",2014,"",NA,NA,""
"cand68701","mccormickearlel","ME",14,"state:upper",2014,"",1,NA,"W"
"cand69004","bustindavidw","ME",14,"state:upper",2014,"",1,NA,""
"cand68967507","sigellouist","ME",14,"state:upper",2014,"",NA,NA,""
"cand68300","katzrogerj","ME",15,"state:upper",2014,"I",1,NA,"W"
"cand68967662","duhouxrebeccaacornell","ME",15,"state:upper",2014,"",1,NA,""
"cand125439","clevelandjohnj","ME",15,"state:upper",2014,"",NA,NA,""
"cand68967393","maireadlachowiczcolleen","ME",16,"state:upper",2014,"I",1,NA,""
"cand68967687","cyrwayscottw","ME",16,"state:upper",2014,"",1,NA,"W"
"cand68770","saviellothomasb","ME",17,"state:upper",2014,"I",1,NA,"W"
"cand125461","dunlapjoannef","ME",17,"state:upper",2014,"",1,NA,""
"cand68732","patrickjohnl","ME",18,"state:upper",2014,"I",1,NA,"W"
"cand68967655","martinjosephejr","ME",18,"state:upper",2014,"",1,NA,""
"cand68967522","rogerswellsrose","ME",19,"state:upper",2014,"",1,NA,"W"
"cand68815","hamperjamesm","ME",19,"state:upper",2014,"I",1,NA,""
"cand68967358","vitellieloisea","ME",19,"state:upper",2014,"",NA,NA,""
"cand68967359","longleystromgrendaniel","ME",19,"state:upper",2014,"",NA,NA,""
"cand69831","benoitpaulai","ME",19,"state:upper",2014,"",NA,NA,""
"cand125439","clevelandjohnj","ME",20,"state:upper",2014,"I",1,NA,""
"cand68967355","brakeyericl","ME",20,"state:upper",2014,"",1,NA,"W"
"cand125510","libbynathanl","ME",21,"state:upper",2014,"",1,NA,"W"
"cand68967472","gagnepatriciaj","ME",21,"state:upper",2014,"",1,NA,""
"cand68967384","desjardinsguyp","ME",22,"state:upper",2014,"",1,NA,""
"cand68967376","paulmasongarrett","ME",22,"state:upper",2014,"I",1,NA,"W"
"cand68967358","vitellieloisea","ME",23,"state:upper",2014,"I",1,NA,""
"cand69367","knappalicee","ME",23,"state:upper",2014,"",1,NA,""
"cand68967600","bakerlindal","ME",23,"state:upper",2014,"",1,NA,"W"
"cand68967491","johnsonjenniferl","ME",24,"state:upper",2014,"",1,NA,""
"cand68967483","frederickhorchk","ME",24,"state:upper",2014,"",1,NA,""
"cand68725","gerzofskystanleyj","ME",24,"state:upper",2014,"I",1,NA,"W"
"cand68967650","manchestercathleena","ME",25,"state:upper",2014,"",1,NA,""
"cand68967471","breencatherinee","ME",25,"state:upper",2014,"",1,NA,"W"
"cand104700","woodsstephenm","ME",25,"state:upper",2014,"",NA,NA,""
"cand68967386","richardsenatorwoodbury","ME",25,"state:upper",2014,"",NA,NA,""
"cand68967707","warrenkailer","ME",26,"state:upper",2014,"",1,NA,""
"cand68967579","thompsoncalldavid","ME",26,"state:upper",2014,"",NA,NA,""
"cand68967392","williamdiamondgeorge","ME",26,"state:upper",2014,"",1,NA,"W"
"cand125542","plattsasherd","ME",27,"state:upper",2014,"",1,1,""
"cand69855","alfondjustinl","ME",27,"state:upper",2014,"I",1,1,"W"
"cand68967670","hillowent","ME",28,"state:upper",2014,"",1,NA,""
"cand69832","haskellannem","ME",28,"state:upper",2014,"I",1,NA,"W"
"cand125529","millettrebeccaj","ME",29,"state:upper",2014,"I",1,NA,"W"
"cand68967434","diehlmarkd","ME",29,"state:upper",2014,"",1,NA,""
"cand68967691","desenawilliamr","ME",29,"state:upper",2014,"",1,NA,""
"cand68280","volkamyf","ME",30,"state:upper",2014,"",1,NA,"W"
"cand68967490","allenboylejames","ME",30,"state:upper",2014,"I",1,NA,""
"cand68708","valentinolindam","ME",31,"state:upper",2014,"I",1,NA,"W"
"cand68967822","colemanmichaele","ME",31,"state:upper",2014,"",1,NA,""
"cand125449","boothjamesw","ME",32,"state:upper",2014,"",1,NA,""
"cand125462","dutrembledavide","ME",32,"state:upper",2014,"I",1,NA,"W"
"cand68967665","woodsomedavidc","ME",33,"state:upper",2014,"",1,NA,"W"
"cand125582","tuttlejohnljr","ME",33,"state:upper",2014,"I",1,NA,""
"cand68595","bolandandream","ME",33,"state:upper",2014,"",NA,NA,""
"cand125454","cushingandree","ME",33,"state:upper",2014,"",NA,NA,""
"cand69841","connorgarya","ME",34,"state:upper",2014,"",1,NA,""
"cand68813","burnsrichardj","ME",34,"state:upper",2014,"",1,NA,""
"cand68603","collinsronaldf","ME",34,"state:upper",2014,"I",1,NA,"W"
"cand69813","hilldawn","ME",35,"state:upper",2014,"I",1,NA,"W"
"cand68292","carsonjohnj","ME",35,"state:upper",2014,"",1,NA,""
